NAME,TEAM,SITE,POSITION,PASS_YARDS,PASS_TD,INTERCEPTIONS,RUSH_YARDS,RUSH_TD,REC_YARDS,REC_TD,FUM_TD,TWO_PT,FUM_LOST
DuJuan Harris,JAX,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Scott Tolzien,FA,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Matt Asiata,DET,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Jeremy Ross,ARI,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Shaun Draughn,NYG,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Kamar Aiken,IND,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Robert Griffin III,BAL,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Isaiah Pead*,MIA,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Ronnie Hillman,DAL,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Coby Fleener,NO,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Orson Charles,KC,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Ladarius Green,PIT,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
James Hanna,DAL,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Michael Floyd,MIN,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Brian Quick,WSH,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
DeVier Posey,BAL,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Alfred Morris,DAL,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Daryl Richardson,IND,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Greg Scruggs,NE,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Nathan Palmer,OAK,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Cory Harkey,LAR,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Phillip Supernaw,TEN,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Joe Banyard,BUF,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Griff Whalen,OAK,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Lance Dunbar,LAR,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Dominique Jones,MIA,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Brandon Bolden,NE,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Bobby Rainey Jr.,BAL,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Sean McGrath,DET,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Brittan Golden,ARI,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Jonathan Grimes,JAX,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Brandon Bostick,NYJ,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Alex Tanney,NYG,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Larry Donnell,BAL,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Fozzy Whittaker*,CAR,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Ifeanyi Momah,ARI,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Knile Davis,PIT,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Gavin Escobar,MIA,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Mike Glennon,ARI,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Eddie Lacy,FA,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Christine Michael,IND,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Charles Johnson,NYJ,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Ryan Nassib,JAX,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Andre Ellington,HOU,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
B.J. Daniels,ATL,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Landry Jones,PIT,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Tavarres King,MIN,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Mychal Rivera,JAX,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Zac Dysert,ARI,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Chris Gragg,NYJ,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Denard Robinson,JAX,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Mike James,DET,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Stepfan Taylor,ARI,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Cobi Hamilton,ARI,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Corey Fuller,NO,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Marquess Wilson,PHI,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Kerwynn Williams,KC,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Quinton Patton,NYJ,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Tyler Bray,CHI,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Brandon Williams,IND,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Nick Williams,TEN,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Kenbrell Thompkins,NYJ,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
George Winn,IND,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Khiry Robinson,NYJ,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Marlon Brown,CHI,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Matt McGloin,KC,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Johnny Manziel,CLE,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
C.J. Fiedorowicz,HOU,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Crockett Gillmore,BAL,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Josh Huff,NO,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Tre Mason,LAR,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Bishop Sankey,MIN,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Jeremy Hill,NE,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Shaq Evans,DAL,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Zach Mettenberger,PIT,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
David Fales,MIA,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Jared Abbrederis,DET,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Tyler Gaffney,JAX,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Kevin Norwood,NYG,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Andre Williams,LAC,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Ka'Deem Carey,CHI,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Lorenzo Taliaferro,BAL,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Devin Street,HOU,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Dontrelle Inman,CHI,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Jeff Janis,CLE,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Juwan Thompson,DEN,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Kapri Bibbs,WSH,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Branden Oliver,LAC,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Antonio Andrews,TEN,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Brenton Bersin,CAR,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Corey Brown,BUF,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Frankie Hammond,NYJ,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Austin Johnson,TB,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Isaiah Burse,LAC,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Jeremy Butler,BUF,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Orleans Darkwa,NYG,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Senorise Perry,MIA,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Walter Powell,BUF,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Asante Cleveland,LAC,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Rashad Ross,ARI,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Freddie Martino,TB,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Justin Perillo,CHI,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Bryce Petty,MIA,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
MyCole Pruitt,HOU,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Randall Telfer,CLE,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Gerald Christian,ARI,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Geremy Davis,LAC,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Neal Sterling,NYJ,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Marcus Murphy,BUF,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Kenny Bell,DEN,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Blake Bell,MIN,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Dres Anderson,IND,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Jeremy Langford,NYJ,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Keith Mumphery,HOU,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Jalston Fowler,SEA,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
DeAndrew White,HOU,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Malcolm Johnson,SF,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Tre McBride III,NYJ,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Dezmin Lewis,BUF,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Quan Bray,BUF,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Sammie Coates,HOU,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Garrett Grayson,ATL,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Devin Smith,NYJ,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Rashad Greene Sr.,JAX,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Karlos Williams,PIT,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Darren Waller,BAL,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Kenny Hilliard,WSH,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Kennard Backman,DET,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Maxx Williams,BAL,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Dorial Green-Beckham,PHI,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Breshad Perriman,BAL,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Matt Jones,PHI,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Mike Davis,SEA,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Jaelen Strong,JAX,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Vince Mayle,BAL,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Mario Alford,CLE,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
DeAndre Smelter,JAX,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Chris Matthews,BAL,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
John Crockett,BAL,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Terrence Magee,ATL,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Seantavius Jones,IND,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Thomas Rawls,NYJ,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Zach Zenner,DET,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Terron Ward,ATL,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Bennie Fowler III,CHI,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
E.J. Bibbs,WSH,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Khari Lee,BUF,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Matt Hazel,CLE,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Seth Roberts,OAK,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Chris Harper,NYJ,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Raheem Mostert,SF,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Bradley Marquez,DET,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Will Tye,NE,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Donteea Dye,TB,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Trey Williams,DAL,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Akeem Hunt,KC,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Daniel Brown,CHI,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Hunter Henry*,LAC,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Christian Hackenberg,NYJ,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Leonte Carroo,MIA,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Connor Cook,OAK,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Ricardo Louis,CLE,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Cardale Jones,LAC,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Paul Perkins*,NYG,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Jordan Payton,CLE,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Jonathan Williams,NO,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Kevin Hogan,WSH,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Rashard Higgins,CLE,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Moritz Bohringer,CIN,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Keenan Reynolds,SEA,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Nate Sudfeld,PHI,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Jake Rudock,DET,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Kolby Listenbee,IND,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Cody Core,CIN,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Brandon Allen,LAR,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Jeff Driskel,CIN,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Kelvin Taylor,CLE,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Aaron Burbridge,SF,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Darius Jackson,DAL,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Brandon Doughty,ARI,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Devin Lucien,TB,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Demarcus Ayers,CHI,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Daniel Braverman,KC,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Thomas Duarte,MIA,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Dwayne Washington,DET,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Daniel Lasco,NO,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Devin Lewis Fuller,ATL,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Charone Peake,NYJ,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Keith Marshall,WSH,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Kenny Lawler,SEA,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Zac Brooks,SEA,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Beau Sandland,ARI,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Trevone Boykin,SEA,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Ben Braunecker,CHI,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Cole Wick,SF,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Taylor Heinicke,CAR,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Terrell Watson,NYG,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Matt LaCosse,DEN,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Brandon Wilds,JAX,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Jhurell Pressley,ATL,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Max McCaffrey,SF,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Eli Rogers,PIT,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Kasen Williams,IND,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Jake Kumerow,GB,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
George Atkinson III,KC,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
D.J. Foster,ARI,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Bryce Williams,ARI,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Marquez North,LAR,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Xavier Rush,NO,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Dom Williams,PHI,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Bernard Reedy,TB,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Paul McRoberts,LAR,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Wendall Williams,HOU,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Anthony Dable,ATL,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Darius Jennings,TEN,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Devon Cajuste,CLE,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Mitch Mathews,MIA,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Stephen Morris,HOU,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Devon Johnson,CAR,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Keyarris Garrett,CAR,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Jalin Marshall,NYJ,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Tanner McEvoy,SEA,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Brian Parker,DEN,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Bryce Treggs,PHI,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Troymaine Pope,HOU,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Glenn Gronkowski,NE,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Joe Callahan,PHI,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Johnny Holton,OAK,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Julian Howsare,NYJ,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Kenneth Farrow,LAC,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Nelson Spruce,LAC,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Joshua Perkins,PHI,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Paul Lasike,CHI,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Ross Travis,IND,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Scott Simonson,NYG,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Don Jackson,GB,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Paul Turner,NO,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
George Farmer,SEA,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
D.J. Tialavea,ATL,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Matt Lengel,HOU,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Alex Ellis,KC,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Donnel Pumphrey,PHI,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Elijah Hood,CAR,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Brad Kaaya,IND,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Chad Kelly,DEN,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Marquez Williams,CLE,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Malachi Dupre,BUF,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Rodney Adams,MIN,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Joshua Dobbs,PIT,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Nathan Peterman,BUF,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Mason Schreck,CIN,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Alex Armah,CAR,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
David Moore,SEA,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Robert Davis,WSH,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Shelton Gibson,PHI,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
DeShone Kizer,GB,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Bucky Hodges,NYJ,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Sam Rogers,LAR,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Isaiah Ford,MIA,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Khalfani Muhammad,TEN,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Jeremy McNichols,SF,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
DeAngelo Yancey,GB,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Brian Hill,CIN,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Freddie Stevenson,CHI,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Jace Billingsley,DET,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Ishmael Zamora,OAK,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Austin Carr,NO,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Darius Powe,NYG,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Hakeem Valles,DET,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Rashawn Scott,MIA,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Rannell Hall,CLE,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Algernon Brown,KC,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Jahad Thomas,NYJ,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Tanner Gentry,CHI,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Cooper Rush,DAL,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Damore'ea Stringfellow,SEA,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Justin Davis,LAR,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Taquan Mizzell,CHI,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Taysom Hill,NO,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Trey Edmunds,NO,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Cethan Carter,CIN,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Evan Baylis,CAR,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Shane Smith,NYG,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Jordan Leslie,DEN,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Krishawn Hogan,IND,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Chris Thompson,HOU,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Henry Krieger-Coble,LAR,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Ed Eagan,NYG,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Carlton Agudosi,ARI,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Austin Traylor,DEN,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Isaac Whitney,OAK,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Tion Green,DET,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Michael Clark,GB,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
LeShun Daniels Jr.,WSH,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
JoJo Natson,NYJ,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Kyle Lauletta,NYG,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Russell Gage,ATL,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Luke Falk,TEN,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Tanner Lee,JAX,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Danny Etling,NE,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Alex McGough,SEA,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Javon Wims,CHI,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Nick Bawden*,DET,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Richie James,SF,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Logan Woodside,CIN,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Ryan Izzo,NE,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Auden Tate,CIN,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Austin Proehl,BUF,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Byron Pringle,KC,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Allen Lazard,JAX,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
